5,20,487.956
5,40,691.22
5,60,589.326
5,80,709.362
5,100,692.16
5,120,812.518
5,140,820.977
5,160,914.827
10,20,369.218
10,40,505.85
10,60,597.919
10,80,523.617
10,100,678.223
10,120,700.585
10,140,623.639
10,160,642.823
15,20,464.123
15,40,451.615
15,60,522.139
15,80,933.742
15,100,602.67
15,120,542.139
15,140,538.138
15,160,601.161
